type,date,latitude,longitude,gender,age range,self-defined ethnicity,officer-defined ethnicity,legislation,object of search,outcome
Vehicle search,2021-06-25T01:59:00+00:00,51.49145,-0.280697,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-25T02:20:00+00:00,51.385842,-0.291772,Male,25-34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Black,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Arrest
Person and Vehicle search,2021-06-25T02:20:00+00:00,51.49145,-0.280697,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-25T03:20:00+00:00,51.495067,-0.17492,Male,25-34,White - Any other White background,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T04:20:00+00:00,51.488991,-0.077746,Male,25-34,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T07:18:00+00:00,51.515111,-0.145107,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person and Vehicle search,2021-06-25T07:18:00+00:00,51.515111,-0.145107,Male,25-34,Other ethnic group - Any other ethnic group,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person and Vehicle search,2021-06-25T07:20:00+00:00,51.515111,-0.145107,Male,25-34,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person and Vehicle search,2021-06-25T07:20:00+00:00,51.515111,-0.145107,Male,25-34,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-25T09:27:00+00:00,51.451988,-0.040915,Male,over 34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-25T10:40:00+00:00,51.464152,-0.011888,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T10:40:00+00:00,51.437397,-0.01977,Male,Oct-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-25T11:27:00+00:00,51.393324,-0.097413,Male,over 34,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-25T11:55:00+00:00,51.513434,-0.136326,Male,Oct-17,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-25T12:00:00+00:00,51.392332,0.118635,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T12:00:00+00:00,51.513434,-0.136326,Male,Oct-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-25T12:15:00+00:00,51.352649,-0.014436,Male,Oct-17,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-25T13:20:00+00:00,51.535712,-0.087963,Male,Oct-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-25T13:25:00+00:00,51.535723,-0.089159,Male,Oct-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-25T13:29:00+00:00,51.488912,-0.143707,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T13:30:00+00:00,51.506592,-0.415346,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-25T14:00:00+00:00,51.594007,0.217423,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-25T14:11:00+00:00,51.461199,-0.132567,Male,25-34,Asian/Asian British - Chinese,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-25T14:30:00+00:00,,,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-25T15:00:00+00:00,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T15:00:00+00:00,51.37481,0.011769,Male,18-24,Other ethnic group - Any other ethnic group,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T15:02:00+00:00,51.37481,0.011769,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-25T15:05:00+00:00,51.521719,-0.167296,Male,18-24,Other ethnic group - Any other ethnic group,Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-25T15:12:00+00:00,51.560842,0.069715,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-25T15:15:00+00:00,,,Male,Oct-17,Mixed/Multiple ethnic groups - White and Black African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Vehicle search,2021-06-25T15:15:00+00:00,51.521719,-0.167296,Male,,,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person and Vehicle search,2021-06-25T15:15:00+00:00,51.459434,-0.134625,Male,18-24,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-25T15:19:00+00:00,51.560842,0.069715,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-25T15:20:00+00:00,51.550306,-0.250973,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T15:25:00+00:00,51.54656,-0.104209,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T16:10:00+00:00,51.401326,-0.098403,Male,over 34,Mixed/Multiple ethnic groups - White and Asian,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-25T16:10:00+00:00,51.465178,-0.104215,Male,25-34,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-25T16:15:00+00:00,51.551248,-0.149998,Male,18-24,Black/African/Caribbean/Black British - African,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-25T16:25:00+00:00,51.449896,-0.040558,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-25T16:28:00+00:00,51.661321,-0.053602,Male,18-24,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person and Vehicle search,2021-06-25T16:28:00+00:00,51.661321,-0.053602,Male,18-24,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-25T16:30:00+00:00,51.363419,-0.09769,Male,over 34,Other ethnic group - Any other ethnic group,Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-25T16:40:00+00:00,51.526242,-0.209239,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T16:45:00+00:00,51.570169,0.075189,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-25T16:45:00+00:00,51.486829,-0.173175,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T16:55:00+00:00,51.473476,-0.093576,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-25T17:00:00+00:00,51.495809,-0.233381,Female,25-34,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T17:00:00+00:00,51.495809,-0.233381,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T17:18:00+00:00,51.570169,0.075189,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T17:40:00+00:00,51.520889,-0.018903,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T17:41:00+00:00,51.365423,-0.161246,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Arrest
Person and Vehicle search,2021-06-25T18:15:00+00:00,51.441979,0.066969,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T18:15:00+00:00,51.459589,-0.13197,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T18:17:00+00:00,51.570169,0.075189,Male,over 34,Asian/Asian British - Indian,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-25T18:20:00+00:00,51.449688,-0.074159,Male,Oct-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person and Vehicle search,2021-06-25T18:25:00+00:00,51.453273,-0.00089,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-25T18:28:00+00:00,51.527466,-0.271642,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-25T18:30:00+00:00,,,Male,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T18:30:00+00:00,51.514715,-0.054064,Male,over 34,Asian/Asian British - Bangladeshi,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person and Vehicle search,2021-06-25T18:34:00+00:00,51.529238,-0.056228,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-25T18:40:00+00:00,,,Male,18-24,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T18:40:00+00:00,51.404589,-0.17644,Male,18-24,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Vehicle search,2021-06-25T18:42:00+00:00,51.424509,-0.384961,,,,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person and Vehicle search,2021-06-25T19:00:00+00:00,51.437813,0.071184,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T19:10:00+00:00,51.459953,-0.190127,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Arrest
Person search,2021-06-25T19:14:00+00:00,,,Male,25-34,White - Irish,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-25T19:37:00+00:00,51.374219,-0.096049,Male,over 34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T19:50:00+00:00,51.406271,0.031813,Male,Oct-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-25T19:50:00+00:00,51.40589,0.01539,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-25T19:54:00+00:00,51.459953,-0.190127,Male,Oct-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Arrest
Person and Vehicle search,2021-06-25T19:55:00+00:00,51.484387,0.068613,Male,over 34,Other ethnic group - Not stated,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Arrest
Person search,2021-06-25T20:00:00+00:00,51.320681,0.029004,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person and Vehicle search,2021-06-25T20:00:00+00:00,51.561539,-0.331334,Male,25-34,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T21:12:00+00:00,,,Male,over 34,Other ethnic group - Not stated,Asian,Firearms Act 1968 (section 47),Firearms,Arrest
Person and Vehicle search,2021-06-25T21:15:00+00:00,51.33928,-0.228279,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T21:42:00+00:00,51.386845,-0.210144,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T21:43:00+00:00,51.399954,0.016969,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T21:45:00+00:00,,,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T21:51:00+00:00,51.461858,-0.185401,Male,Oct-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-25T22:06:00+00:00,51.456262,-0.1806,Male,Oct-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest
Person search,2021-06-25T22:10:00+00:00,51.406567,0.013623,Male,Oct-17,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T22:15:00+00:00,51.655365,-0.080155,Male,,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
Person search,2021-06-25T22:25:00+00:00,51.596905,-0.335178,Female,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest
Person search,2021-06-25T22:30:00+00:00,51.654503,-0.079165,Male,18-24,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest
